hour,hour_sin,hour_cos,day_of_week,day_sin,day_cos,month,month_sin,month_cos,is_weekend,road_type,city_zone,weather_condition,temperature_c,vehicle_count,average_speed_kmh,signal_cycle_time,road_capacity_utilization,incident_reported,school_zone,construction_zone,public_event_nearby,congestion_level
8,0.86603,-0.5,0,0.0,1.0,7,-0.5,-0.86603,0,arterial,CBD,clear,33.64,119,36.17,91.8,0.9154,0,0,0,0,severe
5,0.96593,0.25882,0,0.0,1.0,4,0.86603,-0.5,0,expressway,suburban,rain,12.61,51,104.23,142.9,0.1604,0,0,0,0,low
11,0.25882,-0.96593,1,0.78183,0.62349,6,0.0,-1.0,0,local,airport,rain,25.36,4247,75.26,54.7,0.8706,0,1,0,0,severe
5,0.96593,0.25882,0,0.0,1.0,1,0.5,0.86603,0,arterial,residential,storm,12.01,0,23.42,154.8,0.1611,0,1,0,0,low
14,-0.5,-0.86603,5,-0.97493,-0.22252,3,1.0,0.0,1,arterial,suburban,clear,19.11,1639,117.06,80.3,0.4394,0,1,0,0,low
8,0.86603,-0.5,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,local,industrial,clear,34.6,1640,22.13,78.4,1.0,0,1,0,0,severe
0,0.0,1.0,1,0.78183,0.62349,9,-1.0,-0.0,0,highway,CBD,clear,26.15,936,105.09,95.0,0.1697,0,0,0,0,low
12,0.0,-1.0,3,0.43388,-0.90097,8,-0.86603,-0.5,0,arterial,industrial,snow,38.66,2070,25.43,146.5,1.0,0,0,0,0,severe
7,0.96593,-0.25882,2,0.97493,-0.22252,1,0.5,0.86603,0,expressway,CBD,clear,11.17,7539,85.44,80.8,0.9724,0,0,0,0,severe
8,0.86603,-0.5,5,-0.97493,-0.22252,8,-0.86603,-0.5,1,highway,CBD,clear,29.69,4612,100.99,71.9,0.9891,0,1,0,0,high
10,0.5,-0.86603,5,-0.97493,-0.22252,8,-0.86603,-0.5,1,arterial,suburban,clear,30.87,821,51.33,63.3,0.4384,0,0,0,0,high
0,0.0,1.0,3,0.43388,-0.90097,4,0.86603,-0.5,0,local,airport,snow,11.86,994,19.71,135.0,0.1778,0,0,0,0,low
19,-0.96593,0.25882,1,0.78183,0.62349,7,-0.5,-0.86603,0,expressway,residential,clear,36.21,7020,95.47,152.1,0.985,0,0,0,0,high
1,0.25882,0.96593,6,-0.78183,0.62349,4,0.86603,-0.5,1,arterial,residential,clear,10.81,416,62.93,58.2,0.0,0,1,0,0,low
22,-0.5,0.86603,1,0.78183,0.62349,12,-0.0,1.0,0,arterial,residential,clear,5.18,482,61.46,150.7,0.3793,0,0,0,0,moderate
8,0.86603,-0.5,3,0.43388,-0.90097,8,-0.86603,-0.5,0,local,residential,rain,25.82,978,26.83,128.5,0.9391,0,0,0,0,severe
9,0.70711,-0.70711,6,-0.78183,0.62349,6,0.0,-1.0,1,expressway,industrial,clear,38.43,5950,106.28,91.1,1.0,0,0,0,0,severe
13,-0.25882,-0.96593,0,0.0,1.0,4,0.86603,-0.5,0,arterial,residential,clear,20.69,1453,32.85,138.7,0.9771,0,0,0,0,severe
5,0.96593,0.25882,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,local,industrial,rain,28.64,0,37.11,165.4,0.0,0,0,0,0,low
13,-0.25882,-0.96593,3,0.43388,-0.90097,8,-0.86603,-0.5,0,arterial,suburban,clear,30.09,2677,51.26,70.9,1.0,0,1,0,0,severe
8,0.86603,-0.5,1,0.78183,0.62349,10,-0.86603,0.5,0,expressway,industrial,clear,20.9,5562,108.89,95.5,1.0,0,0,0,0,severe
15,-0.70711,-0.70711,5,-0.97493,-0.22252,9,-1.0,-0.0,1,highway,industrial,fog,28.48,3173,83.88,137.3,0.9087,0,0,0,1,high
23,-0.25882,0.96593,2,0.97493,-0.22252,7,-0.5,-0.86603,0,local,residential,clear,36.67,237,46.84,94.9,0.2995,1,0,0,0,low
16,-0.86603,-0.5,3,0.43388,-0.90097,11,-0.5,0.86603,0,local,airport,clear,9.07,1060,37.45,152.4,0.8712,0,0,0,0,high
16,-0.86603,-0.5,1,0.78183,0.62349,5,0.5,-0.86603,0,local,residential,clear,18.73,1015,31.92,147.4,0.9118,0,1,0,1,severe
1,0.25882,0.96593,0,0.0,1.0,8,-0.86603,-0.5,0,expressway,residential,snow,24.63,895,77.3,92.9,0.2025,1,0,0,0,low
7,0.96593,-0.25882,6,-0.78183,0.62349,7,-0.5,-0.86603,1,arterial,suburban,clear,29.43,2238,59.92,109.5,1.0,0,0,0,0,severe
0,0.0,1.0,2,0.97493,-0.22252,5,0.5,-0.86603,0,arterial,suburban,snow,22.28,371,37.88,66.1,0.1084,0,0,1,0,low
17,-0.96593,-0.25882,6,-0.78183,0.62349,7,-0.5,-0.86603,1,arterial,CBD,clear,33.18,1914,43.5,151.5,0.9288,0,1,0,0,severe
2,0.5,0.86603,2,0.97493,-0.22252,1,0.5,0.86603,0,local,CBD,rain,9.17,375,103.87,107.7,0.0989,0,0,1,0,low
3,0.70711,0.70711,5,-0.97493,-0.22252,9,-1.0,-0.0,1,expressway,residential,clear,24.96,1242,119.08,151.2,0.146,0,0,0,0,low
20,-0.86603,0.5,5,-0.97493,-0.22252,8,-0.86603,-0.5,1,local,CBD,clear,32.43,2223,97.76,139.2,0.5536,1,0,0,0,moderate
23,-0.25882,0.96593,6,-0.78183,0.62349,4,0.86603,-0.5,1,local,suburban,rain,18.74,113,39.1,67.6,0.2261,0,0,1,0,low
23,-0.25882,0.96593,2,0.97493,-0.22252,4,0.86603,-0.5,0,expressway,CBD,fog,13.42,0,90.51,155.4,0.0719,0,0,0,0,moderate
16,-0.86603,-0.5,3,0.43388,-0.90097,1,0.5,0.86603,0,local,suburban,clear,6.6,865,45.29,84.5,0.9421,0,0,0,0,severe
16,-0.86603,-0.5,4,-0.43388,-0.90097,8,-0.86603,-0.5,0,expressway,CBD,clear,28.48,8283,110.4,97.3,1.0,0,0,0,0,severe
13,-0.25882,-0.96593,1,0.78183,0.62349,7,-0.5,-0.86603,0,expressway,industrial,clear,26.82,5687,113.25,100.5,1.0,0,0,0,0,severe
18,-1.0,-0.0,3,0.43388,-0.90097,2,0.86603,0.5,0,expressway,suburban,clear,7.94,6629,105.86,124.3,1.0,0,0,1,0,severe
6,1.0,0.0,1,0.78183,0.62349,1,0.5,0.86603,0,expressway,residential,snow,9.06,3537,111.13,111.3,0.9796,0,0,0,0,severe
1,0.25882,0.96593,3,0.43388,-0.90097,8,-0.86603,-0.5,0,arterial,residential,snow,30.65,0,22.42,126.1,0.4406,0,0,0,0,low
7,0.96593,-0.25882,1,0.78183,0.62349,1,0.5,0.86603,0,local,suburban,clear,7.66,473,40.26,145.4,1.0,1,0,0,0,severe
13,-0.25882,-0.96593,3,0.43388,-0.90097,9,-1.0,-0.0,0,highway,industrial,clear,24.75,3624,96.38,62.0,0.9573,0,0,0,0,severe
23,-0.25882,0.96593,0,0.0,1.0,11,-0.5,0.86603,0,local,airport,rain,9.24,0,24.7,131.2,0.1222,0,1,0,0,low
6,1.0,0.0,6,-0.78183,0.62349,7,-0.5,-0.86603,1,local,CBD,clear,35.38,2175,114.95,87.3,0.604,0,1,0,0,moderate
1,0.25882,0.96593,4,-0.43388,-0.90097,10,-0.86603,0.5,0,local,CBD,fog,12.48,0,29.96,80.3,0.0894,0,0,0,0,low
11,0.25882,-0.96593,6,-0.78183,0.62349,4,0.86603,-0.5,1,expressway,industrial,clear,16.41,2882,121.93,55.9,0.6489,0,0,0,0,moderate
19,-0.96593,0.25882,6,-0.78183,0.62349,2,0.86603,0.5,1,highway,airport,storm,8.07,4415,47.45,45.5,0.9632,0,0,1,0,severe
21,-0.70711,0.70711,2,0.97493,-0.22252,2,0.86603,0.5,0,arterial,residential,snow,5.43,1200,25.83,110.5,1.0,0,1,0,0,severe
9,0.70711,-0.70711,3,0.43388,-0.90097,2,0.86603,0.5,0,highway,industrial,rain,12.93,7914,88.85,135.7,0.9316,0,1,0,0,severe
18,-1.0,-0.0,1,0.78183,0.62349,11,-0.5,0.86603,0,local,CBD,snow,11.89,1137,21.03,102.1,0.9938,1,0,0,0,severe
13,-0.25882,-0.96593,2,0.97493,-0.22252,5,0.5,-0.86603,0,arterial,CBD,clear,24.11,2269,39.07,133.4,1.0,0,0,0,0,severe
21,-0.70711,0.70711,1,0.78183,0.62349,10,-0.86603,0.5,0,highway,CBD,clear,17.63,3217,89.35,73.0,0.9049,0,0,1,0,severe
3,0.70711,0.70711,2,0.97493,-0.22252,5,0.5,-0.86603,0,expressway,residential,clear,25.13,1499,122.51,119.4,0.2448,0,0,0,0,low
15,-0.70711,-0.70711,1,0.78183,0.62349,9,-1.0,-0.0,0,arterial,CBD,clear,28.63,1925,52.01,127.3,1.0,0,0,0,0,severe
20,-0.86603,0.5,4,-0.43388,-0.90097,8,-0.86603,-0.5,0,expressway,airport,clear,27.85,3158,115.88,48.6,0.7577,0,0,0,0,severe
13,-0.25882,-0.96593,0,0.0,1.0,7,-0.5,-0.86603,0,arterial,CBD,storm,27.83,1911,19.29,109.2,0.9802,0,0,0,0,severe
9,0.70711,-0.70711,3,0.43388,-0.90097,6,0.0,-1.0,0,arterial,CBD,rain,29.76,2228,36.71,98.4,1.0,0,0,0,0,severe
12,0.0,-1.0,2,0.97493,-0.22252,4,0.86603,-0.5,0,arterial,residential,rain,12.49,2850,28.07,65.4,0.9774,0,0,0,0,severe
14,-0.5,-0.86603,5,-0.97493,-0.22252,7,-0.5,-0.86603,1,expressway,industrial,clear,29.83,2039,117.63,56.6,0.5307,0,0,0,0,high
5,0.96593,0.25882,2,0.97493,-0.22252,9,-1.0,-0.0,0,local,CBD,clear,25.87,222,39.03,61.4,0.3503,0,0,1,0,low
2,0.5,0.86603,6,-0.78183,0.62349,9,-1.0,-0.0,1,highway,residential,clear,23.67,391,113.68,81.9,0.1917,0,0,1,0,low
12,0.0,-1.0,3,0.43388,-0.90097,5,0.5,-0.86603,0,highway,residential,clear,25.06,4365,96.59,143.4,0.9794,0,0,0,0,severe
8,0.86603,-0.5,3,0.43388,-0.90097,12,-0.0,1.0,0,highway,CBD,rain,6.04,5595,82.67,132.5,0.9463,0,0,0,0,severe
7,0.96593,-0.25882,1,0.78183,0.62349,6,0.0,-1.0,0,expressway,industrial,rain,25.46,5578,88.73,57.9,0.9353,0,0,0,0,severe
21,-0.70711,0.70711,5,-0.97493,-0.22252,6,0.0,-1.0,1,expressway,suburban,clear,27.97,2605,122.84,56.0,0.6909,0,0,0,0,moderate
17,-0.96593,-0.25882,4,-0.43388,-0.90097,6,0.0,-1.0,0,local,suburban,clear,29.94,1257,33.79,73.2,0.9731,0,0,0,0,severe
7,0.96593,-0.25882,4,-0.43388,-0.90097,6,0.0,-1.0,0,expressway,airport,clear,25.63,3937,51.95,60.3,0.9929,0,0,0,0,severe
3,0.70711,0.70711,2,0.97493,-0.22252,7,-0.5,-0.86603,0,highway,residential,clear,34.25,0,31.79,135.7,0.2745,0,0,0,0,low
4,0.86603,0.5,6,-0.78183,0.62349,7,-0.5,-0.86603,1,arterial,CBD,clear,33.36,338,45.22,152.9,0.1788,0,0,0,0,moderate
1,0.25882,0.96593,0,0.0,1.0,12,-0.0,1.0,0,local,CBD,snow,9.27,500,27.91,126.0,0.395,0,1,0,0,moderate
0,0.0,1.0,5,-0.97493,-0.22252,1,0.5,0.86603,1,expressway,CBD,clear,4.89,0,121.9,58.2,0.0,0,0,1,0,low
12,0.0,-1.0,3,0.43388,-0.90097,11,-0.5,0.86603,0,local,industrial,rain,16.32,1497,22.86,152.7,1.0,0,0,0,1,severe
3,0.70711,0.70711,5,-0.97493,-0.22252,3,1.0,0.0,1,expressway,residential,snow,15.07,769,100.6,88.7,0.4069,0,0,0,1,low
16,-0.86603,-0.5,3,0.43388,-0.90097,1,0.5,0.86603,0,local,CBD,rain,5.81,884,33.57,141.5,0.955,0,0,0,0,severe
6,1.0,0.0,5,-0.97493,-0.22252,11,-0.5,0.86603,1,arterial,CBD,clear,20.6,1625,58.26,155.2,0.7749,0,0,0,0,severe
9,0.70711,-0.70711,0,0.0,1.0,10,-0.86603,0.5,0,highway,CBD,clear,19.65,7100,104.17,82.3,1.0,0,0,0,0,high
9,0.70711,-0.70711,1,0.78183,0.62349,10,-0.86603,0.5,0,local,CBD,storm,22.01,1462,24.97,68.1,1.0,1,0,0,0,severe
16,-0.86603,-0.5,6,-0.78183,0.62349,12,-0.0,1.0,1,local,industrial,rain,14.66,921,30.47,97.6,0.9773,1,0,0,0,severe
0,0.0,1.0,0,0.0,1.0,1,0.5,0.86603,0,local,industrial,rain,6.42,561,26.71,57.3,0.2257,0,0,0,0,low
11,0.25882,-0.96593,2,0.97493,-0.22252,12,-0.0,1.0,0,local,residential,clear,10.1,497,38.76,84.5,0.6208,0,0,1,0,moderate
5,0.96593,0.25882,0,0.0,1.0,1,0.5,0.86603,0,highway,residential,fog,5.48,725,92.64,145.8,0.2464,0,1,0,0,moderate
8,0.86603,-0.5,3,0.43388,-0.90097,8,-0.86603,-0.5,0,expressway,residential,snow,33.04,6708,59.67,52.9,0.9679,0,0,0,0,severe
14,-0.5,-0.86603,4,-0.43388,-0.90097,6,0.0,-1.0,0,arterial,CBD,clear,32.76,1810,57.61,89.7,0.9517,0,0,0,0,severe
18,-1.0,-0.0,5,-0.97493,-0.22252,7,-0.5,-0.86603,1,arterial,CBD,storm,37.0,2783,13.66,86.8,1.0,0,0,0,0,severe
17,-0.96593,-0.25882,0,0.0,1.0,12,-0.0,1.0,0,local,airport,snow,7.56,1055,28.96,131.2,0.9666,0,1,0,0,severe
12,0.0,-1.0,5,-0.97493,-0.22252,5,0.5,-0.86603,1,arterial,CBD,clear,19.14,1248,57.03,158.1,0.7986,0,0,0,0,severe
11,0.25882,-0.96593,1,0.78183,0.62349,11,-0.5,0.86603,0,expressway,suburban,clear,16.2,4704,103.58,118.3,0.9105,0,0,0,0,severe
18,-1.0,-0.0,6,-0.78183,0.62349,9,-1.0,-0.0,1,highway,residential,clear,26.6,5926,93.0,119.9,0.9628,0,0,1,0,severe
21,-0.70711,0.70711,5,-0.97493,-0.22252,7,-0.5,-0.86603,1,local,CBD,snow,37.86,817,13.18,121.3,0.5854,0,0,0,0,severe
20,-0.86603,0.5,6,-0.78183,0.62349,11,-0.5,0.86603,1,highway,suburban,rain,9.65,1751,91.83,99.2,0.3746,0,0,0,0,high
19,-0.96593,0.25882,6,-0.78183,0.62349,6,0.0,-1.0,1,local,industrial,fog,32.19,353,36.53,49.4,0.9031,0,0,0,0,severe
13,-0.25882,-0.96593,1,0.78183,0.62349,7,-0.5,-0.86603,0,highway,CBD,clear,35.25,5295,91.36,106.9,1.0,0,0,1,0,severe
6,1.0,0.0,2,0.97493,-0.22252,10,-0.86603,0.5,0,highway,CBD,fog,19.52,3234,100.77,117.2,0.7004,0,0,0,0,severe
23,-0.25882,0.96593,5,-0.97493,-0.22252,7,-0.5,-0.86603,1,local,airport,fog,34.33,0,30.21,80.7,0.1821,0,0,0,0,low
4,0.86603,0.5,3,0.43388,-0.90097,6,0.0,-1.0,0,arterial,CBD,clear,37.41,138,59.14,152.0,0.3178,0,1,0,0,moderate
20,-0.86603,0.5,2,0.97493,-0.22252,3,1.0,0.0,0,local,CBD,fog,13.01,646,31.78,150.2,1.0,0,1,0,0,severe
20,-0.86603,0.5,0,0.0,1.0,12,-0.0,1.0,0,arterial,residential,snow,2.28,926,51.11,103.3,0.7764,0,0,0,0,severe
21,-0.70711,0.70711,1,0.78183,0.62349,7,-0.5,-0.86603,0,expressway,industrial,clear,30.58,4658,95.55,68.8,1.0,0,0,0,1,severe
14,-0.5,-0.86603,0,0.0,1.0,11,-0.5,0.86603,0,highway,airport,fog,15.4,2494,90.71,100.3,0.785,0,0,0,0,high
6,1.0,0.0,3,0.43388,-0.90097,1,0.5,0.86603,0,arterial,residential,clear,9.83,1764,57.89,50.7,0.8384,0,0,0,0,high
22,-0.5,0.86603,2,0.97493,-0.22252,11,-0.5,0.86603,0,arterial,residential,rain,8.0,280,52.46,125.3,0.1484,0,0,0,0,low
13,-0.25882,-0.96593,6,-0.78183,0.62349,2,0.86603,0.5,1,expressway,suburban,snow,6.01,2826,79.82,91.6,0.7738,0,1,0,0,high
3,0.70711,0.70711,5,-0.97493,-0.22252,10,-0.86603,0.5,1,local,industrial,clear,19.76,204,41.28,98.7,0.1811,0,1,0,0,low
12,0.0,-1.0,5,-0.97493,-0.22252,12,-0.0,1.0,1,expressway,CBD,storm,7.39,693,19.38,90.1,1.0,0,0,0,0,severe
1,0.25882,0.96593,2,0.97493,-0.22252,4,0.86603,-0.5,0,expressway,industrial,clear,16.46,455,130.97,78.7,0.2168,0,1,0,0,low
9,0.70711,-0.70711,0,0.0,1.0,10,-0.86603,0.5,0,highway,residential,clear,21.81,8437,100.61,168.1,0.9043,0,0,0,0,severe
0,0.0,1.0,3,0.43388,-0.90097,10,-0.86603,0.5,0,arterial,CBD,clear,22.96,870,53.49,120.2,0.2865,0,0,0,0,moderate
1,0.25882,0.96593,4,-0.43388,-0.90097,4,0.86603,-0.5,0,expressway,CBD,clear,21.76,64,65.71,90.1,0.1771,0,0,1,0,low
19,-0.96593,0.25882,6,-0.78183,0.62349,10,-0.86603,0.5,1,expressway,industrial,storm,27.27,7510,48.25,107.8,0.8487,0,1,0,0,severe
12,0.0,-1.0,1,0.78183,0.62349,2,0.86603,0.5,0,expressway,CBD,clear,8.85,5998,106.48,116.4,0.9949,1,1,1,0,severe
8,0.86603,-0.5,5,-0.97493,-0.22252,12,-0.0,1.0,1,arterial,CBD,clear,6.87,2183,50.38,104.2,0.9824,0,1,0,0,severe
8,0.86603,-0.5,4,-0.43388,-0.90097,6,0.0,-1.0,0,arterial,residential,snow,24.04,1056,31.2,68.4,1.0,0,0,0,0,severe
17,-0.96593,-0.25882,4,-0.43388,-0.90097,8,-0.86603,-0.5,0,local,suburban,rain,32.61,1244,28.37,155.6,1.0,0,0,0,0,severe
8,0.86603,-0.5,1,0.78183,0.62349,6,0.0,-1.0,0,arterial,CBD,clear,21.5,3654,57.97,130.9,0.9538,0,1,0,0,severe
23,-0.25882,0.96593,1,0.78183,0.62349,1,0.5,0.86603,0,arterial,residential,storm,11.93,612,17.05,153.6,0.2172,0,0,0,0,low
3,0.70711,0.70711,1,0.78183,0.62349,12,-0.0,1.0,0,local,residential,clear,6.41,172,39.79,52.2,0.2637,0,0,0,0,low
15,-0.70711,-0.70711,0,0.0,1.0,9,-1.0,-0.0,0,arterial,CBD,clear,23.91,940,37.71,62.7,0.9863,0,0,0,0,severe
1,0.25882,0.96593,0,0.0,1.0,5,0.5,-0.86603,0,local,residential,fog,24.98,166,30.46,141.8,0.1504,0,0,0,0,moderate
12,0.0,-1.0,0,0.0,1.0,11,-0.5,0.86603,0,local,industrial,fog,7.61,483,22.37,130.2,1.0,1,0,0,0,severe
2,0.5,0.86603,1,0.78183,0.62349,4,0.86603,-0.5,0,local,suburban,clear,24.96,184,35.6,68.2,0.637,0,0,1,1,low
22,-0.5,0.86603,3,0.43388,-0.90097,12,-0.0,1.0,0,local,airport,clear,10.66,539,36.69,148.3,0.2952,1,0,1,1,high
1,0.25882,0.96593,1,0.78183,0.62349,2,0.86603,0.5,0,highway,CBD,clear,9.36,362,103.91,76.8,0.134,0,0,0,0,low
17,-0.96593,-0.25882,3,0.43388,-0.90097,2,0.86603,0.5,0,expressway,residential,clear,10.27,9243,98.55,106.5,0.9873,0,1,0,0,severe
2,0.5,0.86603,1,0.78183,0.62349,6,0.0,-1.0,0,expressway,CBD,storm,29.59,621,124.95,126.8,0.275,0,1,0,0,low
0,0.0,1.0,2,0.97493,-0.22252,4,0.86603,-0.5,0,highway,airport,clear,24.12,711,115.32,112.4,0.1906,0,0,1,0,low
18,-1.0,-0.0,3,0.43388,-0.90097,3,1.0,0.0,0,highway,residential,clear,11.79,9041,89.41,62.0,0.9923,0,1,0,1,severe
22,-0.5,0.86603,5,-0.97493,-0.22252,11,-0.5,0.86603,1,local,CBD,fog,9.03,190,31.38,141.9,0.0489,0,0,0,0,low
15,-0.70711,-0.70711,4,-0.43388,-0.90097,9,-1.0,-0.0,0,highway,industrial,rain,17.06,3460,81.6,164.6,0.7559,0,0,0,0,severe
20,-0.86603,0.5,1,0.78183,0.62349,7,-0.5,-0.86603,0,expressway,CBD,clear,24.33,3243,129.78,118.5,0.6555,0,0,1,0,low
10,0.5,-0.86603,6,-0.78183,0.62349,6,0.0,-1.0,1,expressway,CBD,fog,31.87,1558,92.04,117.1,0.645,0,0,0,0,severe
16,-0.86603,-0.5,1,0.78183,0.62349,4,0.86603,-0.5,0,arterial,CBD,snow,22.2,3087,36.36,151.5,1.0,0,1,1,0,severe
9,0.70711,-0.70711,4,-0.43388,-0.90097,6,0.0,-1.0,0,local,airport,rain,25.81,1931,24.78,88.2,1.0,0,0,0,0,severe
17,-0.96593,-0.25882,0,0.0,1.0,9,-1.0,-0.0,0,local,airport,clear,24.13,1043,33.42,131.8,0.9365,0,0,0,0,severe
7,0.96593,-0.25882,5,-0.97493,-0.22252,1,0.5,0.86603,1,highway,industrial,clear,5.21,5122,95.65,84.9,0.9955,0,0,0,0,severe
4,0.86603,0.5,0,0.0,1.0,7,-0.5,-0.86603,0,arterial,industrial,fog,36.57,522,38.4,76.6,0.3082,0,0,0,0,moderate
4,0.86603,0.5,1,0.78183,0.62349,10,-0.86603,0.5,0,expressway,industrial,rain,24.64,1703,93.92,86.5,0.2894,0,0,0,0,low
4,0.86603,0.5,1,0.78183,0.62349,9,-1.0,-0.0,0,highway,residential,clear,22.47,705,103.12,40.3,0.2252,0,1,1,0,low
3,0.70711,0.70711,3,0.43388,-0.90097,8,-0.86603,-0.5,0,arterial,suburban,rain,17.42,609,49.17,149.9,0.1827,0,0,0,0,low
7,0.96593,-0.25882,0,0.0,1.0,3,1.0,0.0,0,highway,industrial,rain,12.45,6538,78.72,97.7,0.9264,0,0,0,0,severe
14,-0.5,-0.86603,6,-0.78183,0.62349,6,0.0,-1.0,1,expressway,residential,rain,28.5,1768,92.29,158.1,0.4369,0,0,0,0,moderate
22,-0.5,0.86603,6,-0.78183,0.62349,3,1.0,0.0,1,highway,CBD,clear,11.34,1036,112.61,156.0,0.2015,0,0,0,0,low
2,0.5,0.86603,3,0.43388,-0.90097,10,-0.86603,0.5,0,highway,industrial,snow,22.72,876,63.3,53.5,0.0091,0,0,0,0,moderate
22,-0.5,0.86603,5,-0.97493,-0.22252,1,0.5,0.86603,1,highway,residential,clear,15.25,540,101.36,59.7,0.0314,1,0,0,0,low
19,-0.96593,0.25882,3,0.43388,-0.90097,4,0.86603,-0.5,0,local,residential,clear,19.39,1864,43.82,130.0,0.9774,0,0,1,0,severe
17,-0.96593,-0.25882,1,0.78183,0.62349,9,-1.0,-0.0,0,expressway,CBD,clear,26.89,1603,34.57,123.9,1.0,0,0,0,0,high
8,0.86603,-0.5,3,0.43388,-0.90097,5,0.5,-0.86603,0,local,industrial,clear,26.1,1062,37.85,154.0,1.0,0,0,0,0,severe
10,0.5,-0.86603,6,-0.78183,0.62349,10,-0.86603,0.5,1,highway,suburban,rain,22.66,1667,53.78,111.7,0.6344,0,0,1,0,severe
15,-0.70711,-0.70711,6,-0.78183,0.62349,10,-0.86603,0.5,1,highway,industrial,clear,20.06,2587,108.18,84.5,0.5019,0,0,0,0,moderate
6,1.0,0.0,3,0.43388,-0.90097,10,-0.86603,0.5,0,expressway,industrial,rain,25.61,5018,80.19,114.2,0.9078,0,0,0,0,severe
3,0.70711,0.70711,4,-0.43388,-0.90097,8,-0.86603,-0.5,0,expressway,suburban,clear,29.7,630,120.62,97.6,0.1318,0,0,0,1,low
10,0.5,-0.86603,3,0.43388,-0.90097,9,-1.0,-0.0,0,expressway,industrial,clear,25.55,3622,107.17,138.9,0.8518,0,0,0,0,severe
8,0.86603,-0.5,1,0.78183,0.62349,9,-1.0,-0.0,0,local,CBD,storm,25.25,1049,13.03,153.1,1.0,0,0,0,0,severe
20,-0.86603,0.5,3,0.43388,-0.90097,11,-0.5,0.86603,0,expressway,industrial,rain,18.82,2766,115.23,64.0,0.8105,0,0,1,0,high
12,0.0,-1.0,4,-0.43388,-0.90097,6,0.0,-1.0,0,arterial,CBD,rain,23.65,5901,81.52,90.2,0.9642,0,0,1,0,high
10,0.5,-0.86603,5,-0.97493,-0.22252,4,0.86603,-0.5,1,expressway,residential,clear,15.78,909,61.01,161.2,0.3203,0,0,0,0,high
19,-0.96593,0.25882,1,0.78183,0.62349,11,-0.5,0.86603,0,arterial,CBD,rain,8.83,4171,51.19,130.4,1.0,0,1,0,0,severe
2,0.5,0.86603,3,0.43388,-0.90097,1,0.5,0.86603,0,arterial,CBD,fog,8.58,0,48.7,98.9,0.034,0,0,0,0,moderate
12,0.0,-1.0,1,0.78183,0.62349,1,0.5,0.86603,0,arterial,CBD,clear,4.93,946,44.97,60.2,0.9671,0,0,0,0,severe
2,0.5,0.86603,6,-0.78183,0.62349,6,0.0,-1.0,1,arterial,industrial,clear,28.76,1203,65.35,103.9,0.2411,1,0,1,0,low
23,-0.25882,0.96593,6,-0.78183,0.62349,9,-1.0,-0.0,1,highway,CBD,snow,21.07,746,70.25,100.9,0.2297,1,0,1,0,low
16,-0.86603,-0.5,5,-0.97493,-0.22252,11,-0.5,0.86603,1,highway,airport,rain,14.41,5449,80.42,95.6,0.8862,0,0,0,0,severe
1,0.25882,0.96593,1,0.78183,0.62349,10,-0.86603,0.5,0,local,suburban,rain,20.36,189,29.8,125.1,0.3292,0,0,0,0,low
2,0.5,0.86603,6,-0.78183,0.62349,8,-0.86603,-0.5,1,local,residential,clear,29.48,387,31.65,57.6,0.1234,0,0,0,0,low
15,-0.70711,-0.70711,2,0.97493,-0.22252,11,-0.5,0.86603,0,highway,suburban,rain,14.89,2556,88.25,143.2,0.7551,0,0,0,0,severe
0,0.0,1.0,5,-0.97493,-0.22252,10,-0.86603,0.5,1,highway,residential,clear,13.18,655,99.74,81.0,0.1704,0,0,0,0,low
10,0.5,-0.86603,0,0.0,1.0,1,0.5,0.86603,0,local,industrial,fog,5.66,1051,23.04,137.4,0.9798,0,0,0,0,severe
11,0.25882,-0.96593,6,-0.78183,0.62349,10,-0.86603,0.5,1,arterial,industrial,snow,22.08,1335,35.16,89.7,0.4632,0,0,0,0,high
22,-0.5,0.86603,3,0.43388,-0.90097,12,-0.0,1.0,0,expressway,residential,clear,9.79,1296,127.15,44.6,0.241,0,0,0,0,low
0,0.0,1.0,0,0.0,1.0,3,1.0,0.0,0,local,CBD,clear,13.46,63,40.58,150.1,0.25,0,0,0,0,low
0,0.0,1.0,0,0.0,1.0,3,1.0,0.0,0,arterial,suburban,clear,9.87,55,57.66,90.0,0.1407,1,0,0,0,low
22,-0.5,0.86603,2,0.97493,-0.22252,1,0.5,0.86603,0,local,CBD,clear,5.24,0,34.01,111.6,0.2846,0,0,0,1,low
10,0.5,-0.86603,3,0.43388,-0.90097,12,-0.0,1.0,0,arterial,residential,storm,13.27,1902,24.81,138.2,0.8997,0,0,0,0,severe
3,0.70711,0.70711,1,0.78183,0.62349,10,-0.86603,0.5,0,local,residential,clear,16.43,0,35.32,76.1,0.1016,1,0,0,0,moderate
9,0.70711,-0.70711,6,-0.78183,0.62349,3,1.0,0.0,1,local,residential,clear,19.46,757,38.7,53.6,1.0,0,0,0,0,severe
13,-0.25882,-0.96593,4,-0.43388,-0.90097,3,1.0,0.0,0,expressway,CBD,storm,21.83,6925,108.96,142.8,1.0,0,0,0,1,severe
10,0.5,-0.86603,2,0.97493,-0.22252,11,-0.5,0.86603,0,highway,CBD,clear,18.47,1501,104.96,149.8,0.7089,0,0,0,0,high
